Date,Match name,Map,Winner,Winner race,Loser,Loser race
2021-02-26,Zero Effort League/2#ID23_DirtBag_vs_aeb_on_Echo_Isles_in_Losers'_Round_2_Map_1,Echo Isles,DirtBag,h,Aeb,u
2021-02-26,Zero Effort League/2#ID24_Fish_vs_Ceron_on_Concealed_Hill_in_Losers'_Round_3_Map_2,Concealed Hill,Ceron,n,Fish,h
2021-02-26,Zero Effort League/2#ID24_Fish_vs_Ceron_on_Northern_Isles_in_Losers'_Round_3_Map_3,Northern Isles,Ceron,n,Fish,h
2021-02-26,Zero Effort League/2#ID26_Deuce_vs_Ceron_on_Northern_Isles_in_Losers'_Round_4_Map_3,Northern Isles,Ceron,n,Deuce,u
2021-02-26,Zero Effort League/2#ID26_Deuce_vs_Ceron_on_Terenas_Stand_LV_in_Losers'_Round_4_Map_2,Terenas Stand LV,Ceron,n,Deuce,u
2021-02-26,Zero Effort League/2#ID27_Hunter_vs_DirtBag_on_Amazonia_in_Losers'_Round_4_Map_3,Amazonia,DirtBag,h,Hunter,n
2021-02-26,Zero Effort League/2#ID27_Hunter_vs_DirtBag_on_Concealed_Hill_in_Losers'_Round_4_Map_2,Concealed Hill,Hunter,n,DirtBag,h
2021-02-26,Zero Effort League/2#ID27_Hunter_vs_DirtBag_on_Last_Refuge_in_Losers'_Round_4_Map_1,Last Refuge,DirtBag,h,Hunter,n
2021-02-26,Zero Effort League/2#ID2_DirtBag_vs_Mythos_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,DirtBag,h,Mythos,u
2021-02-26,Zero Effort League/2#ID2_DirtBag_vs_Mythos_on_Last_Refuge_in_Round_of_16_Map_2,Last Refuge,DirtBag,h,Mythos,u
2021-02-26,Zero Effort League/2#ID3_SaysO_vs_Jens_on_Autumn_Leaves_in_Round_of_16_Map_3,Autumn Leaves,Jens,n,SaysO,u
2021-02-26,Zero Effort League/2#ID3_SaysO_vs_Jens_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Jens,n,SaysO,u
2021-02-26,Zero Effort League/2#ID3_SaysO_vs_Jens_on_Northern_Isles_in_Round_of_16_Map_2,Northern Isles,SaysO,u,Jens,n
2021-02-26,Zero Effort League/2#ID4_Deuce_vs_HellRaiseR_on_Concealed_Hill_in_Round_of_16_Map_3,Concealed Hill,Deuce,u,HellRaiseR,u
2021-02-26,Zero Effort League/2#ID4_Deuce_vs_HellRaiseR_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Deuce,u,HellRaiseR,u
2021-02-26,Zero Effort League/2#ID5_KiWiKaKi_vs_Alexchen_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,KiWiKaKi,o,Alexchen,n
2021-02-26,Zero Effort League/2#ID5_KiWiKaKi_vs_Alexchen_on_Northern_Isles_in_Round_of_16_Map_2,Northern Isles,KiWiKaKi,o,Alexchen,n
2021-02-26,Zero Effort League/2#ID6_Ceron_vs_Sooo_Unreal_on_Northern_Isles_in_Round_of_16_Map_2,Northern Isles,Ceron,n,Sooo Unreal,h
2021-02-26,Zero Effort League/2#ID6_Ceron_vs_Sooo_Unreal_on_Tidehunters_in_Round_of_16_Map_1,Tidehunters,Ceron,n,Sooo Unreal,h
2021-02-26,Zero Effort League/2#ID8_Fish_vs_aeb_on_Concealed_Hill_in_Round_of_16_Map_2,Concealed Hill,Fish,h,Aeb,u
2021-02-26,Zero Effort League/2#ID8_Fish_vs_aeb_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,Fish,h,Aeb,u
2021-02-26,Zero Effort League/2#ID9_iNSUPERABLE_vs_DirtBag_on_Amazonia_in_Quarterfinals_Map_1,Amazonia,INSUPERABLE,u,DirtBag,h
2021-02-26,Zero Effort League/2#ID9_iNSUPERABLE_vs_DirtBag_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,DirtBag,h,INSUPERABLE,u
2021-02-26,Zero Effort League/2#ID9_iNSUPERABLE_vs_DirtBag_on_Northern_Isles_in_Quarterfinals_Map_3,Northern Isles,INSUPERABLE,u,DirtBag,h
2021-02-27,Pandaria Solo League/Season 4/Division 1#ID22_InsoliTe_vs_KraV_on_Last_Refuge_in_Regular_season_Week_5_Map_1,Last Refuge,KraV,u,InsoliTe,u
2021-02-27,Pandaria Solo League/Season 4/Division 1#ID22_InsoliTe_vs_KraV_on_Northern_Isles_in_Regular_season_Week_5_Map_2,Northern Isles,KraV,u,InsoliTe,u
2021-02-27,TeD Cup/1#ID11_ice_orc_vs_凶残暴兵野_on_Nomad_Isles_in_Round_of_32_Map_2,Nomad Isles,Ice orc,o,凶残暴兵野,n
2021-02-27,TeD Cup/1#ID11_ice_orc_vs_凶残暴兵野_on_Terenas_Stand_in_Round_of_32_Map_1,Terenas Stand,Ice orc,o,凶残暴兵野,n
2021-02-27,TeD Cup/1#ID19_Colorful_vs_Chaemiko_on_Echo_Isles_in_Round_of_16_Map_1,Echo Isles,Chaemiko,h,Colorful,n
2021-02-27,TeD Cup/1#ID19_Colorful_vs_Chaemiko_on_Terenas_Stand_LV_in_Round_of_16_Map_2,Terenas Stand LV,Chaemiko,h,Colorful,n
2021-02-27,TeD Cup/1#ID22_ice_orc_vs_9deathless_on_Northern_Isles_in_Round_of_16_Map_2,Northern Isles,Ice orc,o,9deathless,h
2021-02-27,TeD Cup/1#ID22_ice_orc_vs_9deathless_on_Turtle_Rock_in_Round_of_16_Map_1,Turtle Rock,Ice orc,o,9deathless,h
2021-02-27,TeD Cup/1#ID25_XiaoKai_vs_FoCuS_on_Echo_Isles_in_Quarterfinals_Map_1,Echo Isles,XiaoKai,u,FoCuS,o
2021-02-27,TeD Cup/1#ID25_XiaoKai_vs_FoCuS_on_Northern_Isles_in_Quarterfinals_Map_3,Northern Isles,FoCuS,o,XiaoKai,u
2021-02-27,TeD Cup/1#ID25_XiaoKai_vs_FoCuS_on_Turtle_Rock_in_Quarterfinals_Map_2,Turtle Rock,FoCuS,o,XiaoKai,u
2021-02-27,TeD Cup/1#ID26_Chaemiko_vs_Pink_on_Concealed_Hill_in_Quarterfinals_Map_3,Concealed Hill,Pink,u,Chaemiko,h
2021-02-27,TeD Cup/1#ID26_Chaemiko_vs_Pink_on_Echo_Isles_in_Quarterfinals_Map_2,Echo Isles,Chaemiko,h,Pink,u
2021-02-27,TeD Cup/1#ID26_Chaemiko_vs_Pink_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Pink,u,Chaemiko,h
2021-02-27,TeD Cup/1#ID27_War3Orcer0_vs_ice_orc_on_Concealed_Hill_in_Quarterfinals_Map_1,Concealed Hill,Ice orc,o,War3Orcer0,o
2021-02-27,TeD Cup/1#ID27_War3Orcer0_vs_ice_orc_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Ice orc,o,War3Orcer0,o
2021-02-27,TeD Cup/1#ID7_Sini_vs_Michael_on_Echo_Isles_in_Round_of_32_Map_3,Echo Isles,Sini,n,Michael,u
2021-02-27,TeD Cup/1#ID7_Sini_vs_Michael_on_Last_Refuge_in_Round_of_32_Map_2,Last Refuge,Michael,u,Sini,n
2021-02-27,TeD Cup/1#ID7_Sini_vs_Michael_on_Terenas_Stand_LV_in_Round_of_32_Map_1,Terenas Stand LV,Sini,n,Michael,u
2021-02-28,Matt's Charity Tournament/1#ID1_Starshaped_vs_ThundeR_on_Concealed_Hill_in_Quarterfinals_Map_1,Concealed Hill,ThundeR,h,Starshaped,n
2021-02-28,Matt's Charity Tournament/1#ID1_Starshaped_vs_ThundeR_on_Echo_Isles_in_Quarterfinals_Map_2,Echo Isles,ThundeR,h,Starshaped,n
2021-02-28,Matt's Charity Tournament/1#ID2_ArminvB_vs_SyDe_on_Echo_Isles_in_Quarterfinals_Map_1,Echo Isles,SyDe,u,ArminvB,o
2021-02-28,Matt's Charity Tournament/1#ID2_ArminvB_vs_SyDe_on_Northern_Isles_in_Quarterfinals_Map_2,Northern Isles,SyDe,u,ArminvB,o
2021-02-28,Matt's Charity Tournament/1#ID3_Edo_vs_Michael_on_Echo_Isles_in_Quarterfinals_Map_2,Echo Isles,Michael,u,Edo,u
2021-02-28,Matt's Charity Tournament/1#ID3_Edo_vs_Michael_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Michael,u,Edo,u
2021-02-28,Matt's Charity Tournament/1#ID4_KraV_vs_KiWiKaKi_on_Echo_Isles_in_Quarterfinals_Map_2,Echo Isles,KraV,u,KiWiKaKi,o
2021-02-28,Matt's Charity Tournament/1#ID4_KraV_vs_KiWiKaKi_on_Last_Refuge_in_Quarterfinals_Map_3,Last Refuge,KraV,u,KiWiKaKi,o
2021-02-28,Matt's Charity Tournament/1#ID4_KraV_vs_KiWiKaKi_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,KiWiKaKi,o,KraV,u
2021-02-28,Matt's Charity Tournament/1#ID5_ThundeR_vs_SyDe_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,SyDe,u,ThundeR,h
2021-02-28,Matt's Charity Tournament/1#ID5_ThundeR_vs_SyDe_on_Echo_Isles_in_Semifinals_Map_2,Echo Isles,SyDe,u,ThundeR,h
2021-02-28,Matt's Charity Tournament/1#ID6_Michael_vs_KraV_on_Amazonia_in_Semifinals_Map_3,Amazonia,KraV,u,Michael,u
2021-02-28,Matt's Charity Tournament/1#ID6_Michael_vs_KraV_on_Last_Refuge_in_Semifinals_Map_1,Last Refuge,Michael,u,KraV,u
2021-02-28,Matt's Charity Tournament/1#ID6_Michael_vs_KraV_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,KraV,u,Michael,u
2021-02-28,Matt's Charity Tournament/1#ID7_SyDe_vs_KraV_on_Concealed_Hill_in_Finals_Map_4,Concealed Hill,SyDe,u,KraV,u
2021-02-28,Matt's Charity Tournament/1#ID7_SyDe_vs_KraV_on_Echo_Isles_in_Finals_Map_5,Echo Isles,KraV,u,SyDe,u
2021-02-28,Matt's Charity Tournament/1#ID7_SyDe_vs_KraV_on_Last_Refuge_in_Finals_Map_1,Last Refuge,SyDe,u,KraV,u
2021-02-28,Matt's Charity Tournament/1#ID7_SyDe_vs_KraV_on_Northern_Isles_in_Finals_Map_3,Northern Isles,KraV,u,SyDe,u
2021-02-28,Matt's Charity Tournament/1#ID7_SyDe_vs_KraV_on_Twisted_Meadows_in_Finals_Map_2,Twisted Meadows,KraV,u,SyDe,u
2021-02-28,Pandaria Solo League/Season 4/Division 1#ID25_ZeLL_vs_Daille_on_Concealed_Hill_in_Regular_season_Week_5_Map_2,Concealed Hill,Daille,h,ZeLL,h
2021-02-28,Pandaria Solo League/Season 4/Division 1#ID25_ZeLL_vs_Daille_on_Last_Refuge_in_Regular_season_Week_5_Map_1,Last Refuge,Daille,h,ZeLL,h
2021-02-28,TeD Cup/1#ID29_FoCuS_vs_Pink_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,FoCuS,o,Pink,u
2021-02-28,TeD Cup/1#ID29_FoCuS_vs_Pink_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,FoCuS,o,Pink,u
2021-02-28,TeD Cup/1#ID30_ice_orc_vs_tbc_bm_on_Amazonia_in_Semifinals_Map_1,Amazonia,Ice orc,o,Tbc bm,u
2021-02-28,TeD Cup/1#ID30_ice_orc_vs_tbc_bm_on_Echo_Isles_in_Semifinals_Map_2,Echo Isles,Ice orc,o,Tbc bm,u
2021-02-28,TeD Cup/1#ID31_FoCuS_vs_ice_orc_on_Last_Refuge_in_Finals_Map_2,Last Refuge,FoCuS,o,Ice orc,o
2021-02-28,TeD Cup/1#ID31_FoCuS_vs_ice_orc_on_Northern_Isles_in_Finals_Map_1,Northern Isles,FoCuS,o,Ice orc,o
2021-02-28,TeD Cup/1#ID31_FoCuS_vs_ice_orc_on_Turtle_Rock_in_Finals_Map_3,Turtle Rock,FoCuS,o,Ice orc,o
2021-02-28,TeD Cup/1#ID32_TeD_vs_FoCuS_on_Northern_Isles_in_Showmatch_Map_1,Northern Isles,FoCuS,o,TeD,h
2021-02-28,Zero Effort League/2#ID15_iNSUPERABLE_vs_KiWiKaKi_on_Autumn_Leaves_in_Winners'_Finals_Map_5,Autumn Leaves,KiWiKaKi,o,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID15_iNSUPERABLE_vs_KiWiKaKi_on_Concealed_Hill_in_Winners'_Finals_Map_3,Concealed Hill,KiWiKaKi,o,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID15_iNSUPERABLE_vs_KiWiKaKi_on_Last_Refuge_in_Winners'_Finals_Map_2,Last Refuge,INSUPERABLE,u,KiWiKaKi,o
2021-02-28,Zero Effort League/2#ID15_iNSUPERABLE_vs_KiWiKaKi_on_Northern_Isles_in_Winners'_Finals_Map_4,Northern Isles,INSUPERABLE,u,KiWiKaKi,o
2021-02-28,Zero Effort League/2#ID15_iNSUPERABLE_vs_KiWiKaKi_on_Tidehunters_in_Winners'_Finals_Map_1,Tidehunters,KiWiKaKi,o,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID28_Ceron_vs_DirtBag_on_Amazonia_in_Losers'_Semifinals_Map_2,Amazonia,DirtBag,h,Ceron,n
2021-02-28,Zero Effort League/2#ID28_Ceron_vs_DirtBag_on_Concealed_Hill_in_Losers'_Semifinals_Map_1,Concealed Hill,DirtBag,h,Ceron,n
2021-02-28,Zero Effort League/2#ID29_iNSUPERABLE_vs_DirtBag_on_Amazonia_in_Losers'_Finals_Map_3,Amazonia,INSUPERABLE,u,DirtBag,h
2021-02-28,Zero Effort League/2#ID29_iNSUPERABLE_vs_DirtBag_on_Autumn_Leaves_in_Losers'_Finals_Map_5,Autumn Leaves,INSUPERABLE,u,DirtBag,h
2021-02-28,Zero Effort League/2#ID29_iNSUPERABLE_vs_DirtBag_on_Last_Refuge_in_Losers'_Finals_Map_4,Last Refuge,DirtBag,h,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID29_iNSUPERABLE_vs_DirtBag_on_Northern_Isles_in_Losers'_Finals_Map_2,Northern Isles,INSUPERABLE,u,DirtBag,h
2021-02-28,Zero Effort League/2#ID29_iNSUPERABLE_vs_DirtBag_on_Terenas_Stand_LV_in_Losers'_Finals_Map_1,Terenas Stand LV,DirtBag,h,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID30_KiWiKaKi_vs_iNSUPERABLE_on_Last_Refuge_in_Grand_Finals_Map_2,Last Refuge,KiWiKaKi,o,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID30_KiWiKaKi_vs_iNSUPERABLE_on_Northern_Isles_in_Grand_Finals_Map_3,Northern Isles,KiWiKaKi,o,INSUPERABLE,u
2021-02-28,Zero Effort League/2#ID30_KiWiKaKi_vs_iNSUPERABLE_on_Tidehunters_in_Grand_Finals_Map_1,Tidehunters,KiWiKaKi,o,INSUPERABLE,u
2021-03-01,ESL Open Cup/57#ID10_ReaVeR_vs_Sunny_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,ReaVeR,h,Sunny,h
2021-03-01,ESL Open Cup/57#ID11_ArminvB_vs_MisterWinner_on_Echo_Isles_in_Round_of_32_Map_1,Echo Isles,MisterWinner,h,ArminvB,o
2021-03-01,ESL Open Cup/57#ID12_Ze1Ko_vs_Teddster_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,Ze1Ko,h,Teddster,o
2021-03-01,ESL Open Cup/57#ID13_HooDy_vs_Powlok_on_Echo_Isles_in_Round_of_32_Map_1,Echo Isles,Powlok,h,HooDy,h
2021-03-01,ESL Open Cup/57#ID14_ZeLL_vs_aeb_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,Aeb,u,ZeLL,h
2021-03-01,ESL Open Cup/57#ID15_Happy_vs_Dise_on_Amazonia_in_Round_of_16_Map_1,Amazonia,Happy,u,Dise,n
2021-03-01,ESL Open Cup/57#ID16_TGW_vs_TeRRoR_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,TGW,u,TeRRoR,u
2021-03-01,ESL Open Cup/57#ID17_CoopeR_vs_Hipposaur_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,CoopeR,o,Hipposaur,h
2021-03-01,ESL Open Cup/57#ID18_ReseT_vs_Blade_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Blade,h,ReseT,n
2021-03-01,ESL Open Cup/57#ID19_Sonik_vs_Oxx_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Sonik,n,Oxx,o
2021-03-01,ESL Open Cup/57#ID20_ReaVeR_vs_MisterWinner_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,MisterWinner,h,ReaVeR,h
2021-03-01,ESL Open Cup/57#ID21_Ze1Ko_vs_Powlok_on_Amazonia_in_Round_of_16_Map_1,Amazonia,Ze1Ko,h,Powlok,h
2021-03-01,ESL Open Cup/57#ID22_aeb_vs_Michael_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Michael,u,Aeb,u
2021-03-01,ESL Open Cup/57#ID23_Happy_vs_TGW_on_Echo_Isles_in_Quarterfinals_Map_1,Echo Isles,TGW,u,Happy,u
2021-03-01,ESL Open Cup/57#ID23_Happy_vs_TGW_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Happy,u,TGW,u
2021-03-01,ESL Open Cup/57#ID23_Happy_vs_TGW_on_Northern_Isles_in_Quarterfinals_Map_3,Northern Isles,Happy,u,TGW,u
2021-03-01,ESL Open Cup/57#ID24_CoopeR_vs_Blade_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,CoopeR,o,Blade,h
2021-03-01,ESL Open Cup/57#ID24_CoopeR_vs_Blade_on_Terenas_Stand_LV_in_Quarterfinals_Map_2,Terenas Stand LV,CoopeR,o,Blade,h
2021-03-01,ESL Open Cup/57#ID25_Sonik_vs_MisterWinner_on_Amazonia_in_Quarterfinals_Map_1,Amazonia,Sonik,n,MisterWinner,h
2021-03-01,ESL Open Cup/57#ID25_Sonik_vs_MisterWinner_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Sonik,n,MisterWinner,h
2021-03-01,ESL Open Cup/57#ID26_Ze1Ko_vs_Michael_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Michael,u,Ze1Ko,h
2021-03-01,ESL Open Cup/57#ID26_Ze1Ko_vs_Michael_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Michael,u,Ze1Ko,h
2021-03-01,ESL Open Cup/57#ID27_Happy_vs_CoopeR_on_Concealed_Hill_in_Semifinals_Map_2,Concealed Hill,Happy,u,CoopeR,o
2021-03-01,ESL Open Cup/57#ID27_Happy_vs_CoopeR_on_Echo_Isles_in_Semifinals_Map_1,Echo Isles,Happy,u,CoopeR,o
2021-03-01,ESL Open Cup/57#ID28_Sonik_vs_Michael_on_Echo_Isles_in_Semifinals_Map_1,Echo Isles,Michael,u,Sonik,n
2021-03-01,ESL Open Cup/57#ID28_Sonik_vs_Michael_on_Last_Refuge_in_Semifinals_Map_2,Last Refuge,Michael,u,Sonik,n
2021-03-01,ESL Open Cup/57#ID29_Happy_vs_Michael_on_Amazonia_in_Finals_Map_3,Amazonia,Happy,u,Michael,u
2021-03-01,ESL Open Cup/57#ID29_Happy_vs_Michael_on_Echo_Isles_in_Finals_Map_2,Echo Isles,Happy,u,Michael,u
2021-03-01,ESL Open Cup/57#ID29_Happy_vs_Michael_on_Last_Refuge_in_Finals_Map_4,Last Refuge,Happy,u,Michael,u
2021-03-01,ESL Open Cup/57#ID29_Happy_vs_Michael_on_Northern_Isles_in_Finals_Map_1,Northern Isles,Michael,u,Happy,u
2021-03-01,ESL Open Cup/57#ID2_TGW_vs_Tripode_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,TGW,n,Tripode,o
2021-03-01,ESL Open Cup/57#ID3_PalleS_vs_TeRRoR_on_Amazonia_in_Round_of_32_Map_1,Amazonia,TeRRoR,u,PalleS,h
2021-03-01,ESL Open Cup/57#ID4_CoopeR_vs_Pandabaernd_on_Echo_Isles_in_Round_of_32_Map_1,Echo Isles,CoopeR,o,Pandabaernd,o
2021-03-01,ESL Open Cup/57#ID6_rav3n_vs_ReseT_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,ReseT,n,Rav3n,u
2021-03-01,ESL Open Cup/57#ID8_Sonik_vs_Reaching_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,Sonik,n,Reaching,o
2021-03-01,ESL Open Cup/57#ID9_Oxx_vs_BsK_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,Oxx,o,BsK,u
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID4_Kevin_vs_JokeRn_on_Amazonia_in_Group_A_Week_2_Map_2,Amazonia,Kevin,n,JokeRn,n
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID4_Kevin_vs_JokeRn_on_Terenas_Stand_LV_in_Group_A_Week_2_Map_1,Terenas Stand LV,Kevin,n,JokeRn,n
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID5_EnTe_vs_ToM_on_Concealed_Hill_in_Group_A_Week_2_Map_2,Concealed Hill,ToM,o,EnTe,u
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID5_EnTe_vs_ToM_on_Echo_Isles_in_Group_A_Week_2_Map_3,Echo Isles,EnTe,u,ToM,o
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID5_EnTe_vs_ToM_on_Last_Refuge_in_Group_A_Week_2_Map_1,Last Refuge,EnTe,u,ToM,o
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID6_ToD_vs_Edo_on_Last_Refuge_in_Group_A_Week_2_Map_1,Last Refuge,Edo,u,ToD,h
2021-03-02,ESL Pro Series Germany/2021/Season 1#ID6_ToD_vs_Edo_on_Northern_Isles_in_Group_A_Week_2_Map_2,Northern Isles,Edo,u,ToD,h
2021-03-02,Pandaria Solo League/Season 4/Division 1#ID21_SeTh_vs_Ze1Ko_on_Autumn_Leaves_in_Regular_season_Week_5_Map_2,Autumn Leaves,Ze1Ko,h,SeTh,n
2021-03-02,Pandaria Solo League/Season 4/Division 1#ID21_SeTh_vs_Ze1Ko_on_Concealed_Hill_in_Regular_season_Week_5_Map_1,Concealed Hill,Ze1Ko,h,SeTh,n
2021-03-02,Pandaria Solo League/Season 4/Division 1#ID26_CorNoX_vs_Seal_on_Echo_Isles_in_Regular_season_Week_6_Map_2,Echo Isles,CorNoX,n,Seal,o
2021-03-02,Pandaria Solo League/Season 4/Division 1#ID26_CorNoX_vs_Seal_on_Northern_Isles_in_Regular_season_Week_6_Map_1,Northern Isles,CorNoX,n,Seal,o
2021-03-03,AfreecaTV Warcraft3 League/2021/Season 1/Qualifier#ID2_ThundeR_vs_Lin_Guagua_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,ThundeR,h,Lin Guagua,o
2021-03-03,AfreecaTV Warcraft3 League/2021/Season 1/Qualifier#ID2_ThundeR_vs_Lin_Guagua_on_Echo_Isles_in_Round_of_16_Map_3,Echo Isles,Lin Guagua,o,ThundeR,h
2021-03-03,AfreecaTV Warcraft3 League/2021/Season 1/Qualifier#ID2_ThundeR_vs_Lin_Guagua_on_Northern_Isles_in_Round_of_16_Map_2,Northern Isles,Lin Guagua,o,ThundeR,h
2021-03-03,AfreecaTV Warcraft3 League/2021/Season 1/Qualifier#ID4_XiaoKai_vs_Soin_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,XiaoKai,u,Soin,o
2021-03-03,AfreecaTV Warcraft3 League/2021/Season 1/Qualifier#ID4_XiaoKai_vs_Soin_on_Terenas_Stand_LV_in_Quarterfinals_Map_2,Terenas Stand LV,XiaoKai,u,Soin,o
2021-03-03,ESL Pro Series Germany/2021/Season 1#ID34_WaN_vs_philiwarrior_on_Amazonia_in_Group_B_Week_2_Map_3,Amazonia,WaN,u,Philiwarrior,o
2021-03-03,ESL Pro Series Germany/2021/Season 1#ID34_WaN_vs_philiwarrior_on_Last_Refuge_in_Group_B_Week_2_Map_2,Last Refuge,WaN,u,Philiwarrior,o
2021-03-03,ESL Pro Series Germany/2021/Season 1#ID34_WaN_vs_philiwarrior_on_Northern_Isles_in_Group_B_Week_2_Map_1,Northern Isles,Philiwarrior,o,WaN,u
2021-03-03,ESL Pro Series Germany/2021/Season 1#ID35_Drunken_vs_Franzyzz_on_Concealed_Hill_in_Group_B_Week_2_Map_2,Concealed Hill,Drunken,h,Franzyzz,o
2021-03-03,ESL Pro Series Germany/2021/Season 1#ID35_Drunken_vs_Franzyzz_on_Last_Refuge_in_Group_B_Week_2_Map_3,Last Refuge,Franzyzz,o,Drunken,h
2021-03-03,ESL Pro Series Germany/2021/Season 1#ID35_Drunken_vs_Franzyzz_on_Northern_Isles_in_Group_B_Week_2_Map_1,Northern Isles,Franzyzz,o,Drunken,h
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID12_wild_(Romanian_player)_vs_x3-DemoN_on_Amazonia_in_Round_of_32_Map_1,Amazonia,X3-DemoN,h,Wild (Romanian player),u
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID13_WoLv_vs_Tebejak_on_Amazonia_in_Round_of_32_Map_1,Amazonia,WoLv,n,Tebejak,o
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID15_EdGE_vs_JeanBonbeur_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,EdGE,u,JeanBonbeur,h
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID20_Papandos_vs_Helbisch_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Helbisch,u,Papandos,o
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID22_Inspired_vs_x3-DemoN_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,Inspired,h,X3-DemoN,h
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID23_WoLv_vs_yggaM_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,YggaM,h,WoLv,n
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID25_MisterWinner_vs_Counting1_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Counting1,h,MisterWinner,h
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID26_PhiLbOiS_vs_Helbisch_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,PhiLbOiS,n,Helbisch,u
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID29_Counting1_vs_PhiLbOiS_on_Autumn_Leaves_in_Semifinals_Map_3,Autumn Leaves,PhiLbOiS,n,Counting1,h
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID29_Counting1_vs_PhiLbOiS_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,Counting1,h,PhiLbOiS,n
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID29_Counting1_vs_PhiLbOiS_on_Last_Refuge_in_Semifinals_Map_2,Last Refuge,PhiLbOiS,n,Counting1,h
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID3_Counting1_vs_Tak3r_on_Amazonia_in_Round_of_32_Map_1,Amazonia,Counting1,h,Tak3r,o
2021-03-03,SCILL Play WC3:Reforged Bronze Open Cup/2#ID4_Krawty_vs_TekRicket_on_Amazonia_in_Round_of_32_Map_1,Amazonia,Krawty,n,TekRicket,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID16_FoCuS_vs_Fortitude_on_Amazonia_in_Group_B_Round_1_Map_1,Amazonia,FoCuS,o,Fortitude,h
